,ticker,Date,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2018-12-31,CWH,2018-12-31,,,96371000.0,-11621000.0,10398000.0,1069359000.0,1362932000.0,244251000.0,244251000.0,,-101644000.0,,,,30790000.0,4792017000.0,4547766000.0,3429085000.0,-147880000.0,,65581000.0,10398000.0
2017-12-31,CWH,2017-12-31,,,385602000.0,21252000.0,29853000.0,853160000.0,1240914000.0,356209000.0,356209000.0,,-70649000.0,,,,154910000.0,4279830000.0,3923621000.0,3038916000.0,29393000.0,,230692000.0,29853000.0
2021-03-31,ABMD,2021-03-31,119469000.0,,288220000.0,,225525000.0,333283000.0,685615000.0,232863000.0,232863000.0,,,,,,62695000.0,847522000.0,614659000.0,161907000.0,55357000.0,,225525000.0,225525000.0
2020-03-31,ABMD,2020-03-31,99334000.0,,256825000.0,,203009000.0,341600000.0,689578000.0,248644000.0,248644000.0,,,,,,53816000.0,840883000.0,592239000.0,151305000.0,8181000.0,,203009000.0,203009000.0
2019-03-31,ABMD,2019-03-31,94418000.0,,263360000.0,,259016000.0,321550000.0,639865000.0,223897000.0,223897000.0,,,,,,4344000.0,769432000.0,545535000.0,129567000.0,39463000.0,,259016000.0,259016000.0
2018-03-31,ABMD,2018-03-31,73960000.0,,160437000.0,,112170000.0,262734000.0,495168000.0,158474000.0,158474000.0,,,,,,48267000.0,593749000.0,435275000.0,98581000.0,1963000.0,,112170000.0,112170000.0
2020-12-31,TCEHY,2020-12-31,,,180022000000.0,74059000000.0,159847000000.0,101383000000.0,221624000000.0,125382000000.0,125382000000.0,-5141000000.0,-7449000000.0,,,,19897000000.0,482064000000.0,356682000000.0,260440000000.0,54640000000.0,,160125000000.0,159847000000.0
2019-12-31,TCEHY,2019-12-31,,,109400000000.0,56118000000.0,93310000000.0,74842000000.0,167584000000.0,97420000000.0,97420000000.0,-4678000000.0,-7690000000.0,,,,13512000000.0,377289000000.0,279869000000.0,209705000000.0,11980000000.0,,95888000000.0,93310000000.0
2018-12-31,TCEHY,2018-12-31,,,94466000000.0,32697000000.0,78719000000.0,65755000000.0,142120000000.0,78301000000.0,78301000000.0,-1936000000.0,-4898000000.0,,,,14482000000.0,312694000000.0,234393000000.0,170574000000.0,16165000000.0,,79984000000.0,78719000000.0
2017-12-31,TCEHY,2017-12-31,,,88215000000.0,21019000000.0,71510000000.0,50703000000.0,116925000000.0,73925000000.0,73925000000.0,-7703000000.0,-3060000000.0,,,,15744000000.0,237760000000.0,163835000000.0,120835000000.0,14290000000.0,,72471000000.0,71510000000.0
2020-12-31,ALGN,2020-12-31,175307000.0,,378949000.0,,1775888000.0,1200757000.0,1763235000.0,387171000.0,387171000.0,,,,,,-1396939000.0,2471941000.0,2084770000.0,708706000.0,-8222000.0,,1775888000.0,1775888000.0
2019-12-31,ALGN,2019-12-31,157361000.0,,555123000.0,,442776000.0,1072053000.0,1743897000.0,514483000.0,514483000.0,,,,,,112347000.0,2406796000.0,1892313000.0,662899000.0,40640000.0,,442776000.0,442776000.0
2018-12-31,ALGN,2018-12-31,128899000.0,,457958000.0,,400235000.0,852404000.0,1447867000.0,466564000.0,466564000.0,,,,,,57723000.0,1966492000.0,1499928000.0,518625000.0,-8606000.0,,400235000.0,400235000.0
2017-12-31,ALGN,2017-12-31,97559000.0,,361580000.0,,231418000.0,665777000.0,1116947000.0,353611000.0,353611000.0,,,,,,130162000.0,1473413000.0,1119802000.0,356466000.0,7969000.0,,231418000.0,231418000.0
2020-12-31,FSLR,2020-12-31,93738000.0,,291061000.0,,398355000.0,222918000.0,713173000.0,355989000.0,355989000.0,,-24036000.0,,,,-107294000.0,2711332000.0,2355343000.0,1998159000.0,-64928000.0,,398355000.0,398355000.0
2019-12-31,FSLR,2019-12-31,96611000.0,,-120413000.0,,-114933000.0,205471000.0,549212000.0,201215000.0,201215000.0,,-27066000.0,,,,-5480000.0,3063117000.0,2861902000.0,2513905000.0,-321628000.0,,-114933000.0,-114933000.0
2018-12-31,FSLR,2018-12-31,84472000.0,,147767000.0,,144326000.0,176857000.0,392177000.0,40113000.0,40113000.0,,-25921000.0,,,,3441000.0,2244044000.0,2203931000.0,1851867000.0,107654000.0,,144326000.0,144326000.0
2017-12-31,FSLR,2017-12-31,88573000.0,,206381000.0,,-165615000.0,202699000.0,548947000.0,215032000.0,215032000.0,,-25765000.0,,,,371996000.0,2941324000.0,2726292000.0,2392377000.0,-8651000.0,,-165615000.0,-165615000.0
2020-12-31,LYV,2020-12-31,,,-1856665000.0,610469000.0,-1724535000.0,1650890000.0,458778000.0,-1653507000.0,-1653507000.0,,-226832000.0,,,,-28875000.0,1861178000.0,3514685000.0,1402400000.0,-203158000.0,,-1827790000.0,-1723355000.0
2019-12-31,LYV,2019-12-31,,,185104000.0,767632000.0,69889000.0,2307627000.0,3080787000.0,355920000.0,355920000.0,,-157521000.0,,,,66892000.0,11547969000.0,11192049000.0,8467182000.0,-170816000.0,,118212000.0,-4882000.0
2018-12-31,LYV,2018-12-31,,,131105000.0,573117000.0,60249000.0,2136309000.0,2819868000.0,307530000.0,307530000.0,,-140976000.0,,,,40765000.0,10787800000.0,10480270000.0,7967932000.0,-176425000.0,,90340000.0,-17651000.0
2017-12-31,LYV,2017-12-31,,,-9380000.0,481675000.0,-6015000.0,2024684000.0,2505324000.0,128439000.0,128439000.0,,-107770000.0,,,,-17154000.0,9687222000.0,9558783000.0,7181898000.0,-137819000.0,,7774000.0,-97646000.0
2020-12-31,BLUE,2020-12-31,,,-618009000.0,,-618695000.0,286896000.0,-342618000.0,-629514000.0,-629514000.0,,,,,,686000.0,250734000.0,880248000.0,593352000.0,11505000.0,,-618695000.0,-618695000.0
2019-12-31,BLUE,2019-12-31,,,-790153000.0,,-789608000.0,271362000.0,-540717000.0,-812079000.0,-812079000.0,,,,,,-545000.0,44674000.0,856753000.0,585391000.0,21926000.0,,-789608000.0,-789608000.0
2018-12-31,BLUE,2018-12-31,448589000.0,,-555438000.0,,-555625000.0,174129000.0,-394895000.0,-569024000.0,-569024000.0,,-15500000.0,,,,187000.0,54579000.0,623603000.0,449474000.0,13586000.0,,-555625000.0,-555625000.0
2017-12-31,BLUE,2017-12-31,448589000.0,,-335433000.0,,-335643000.0,93550000.0,-239140000.0,-332690000.0,-332690000.0,,-11400000.0,,,,210000.0,35427000.0,368117000.0,274567000.0,-2743000.0,,-335643000.0,-335643000.0
2020-12-31,MOMO,2020-12-31,1167677000.0,,2856012000.0,196349000.0,2103484000.0,3577072000.0,7047407000.0,2531435000.0,2531435000.0,-228777000.0,-78872000.0,,,,755620000.0,15024188000.0,12492753000.0,7976781000.0,324577000.0,,2100392000.0,2103484000.0
2019-12-31,MOMO,2019-12-31,1095031000.0,,3844569000.0,188724000.0,2970890000.0,4218106000.0,8522993000.0,3554699000.0,3554699000.0,-344843000.0,-78611000.0,,,,883801000.0,17015089000.0,13460390000.0,8492096000.0,289870000.0,,2960768000.0,2970890000.0
2018-12-31,MOMO,2018-12-31,760644000.0,,3488195000.0,92300000.0,2815775000.0,2452285000.0,6225524000.0,3266292000.0,3266292000.0,-253697000.0,-56503000.0,,,,699648000.0,13408421000.0,10142129000.0,7182897000.0,221903000.0,,2788547000.0,2815775000.0
2017-12-31,MOMO,2017-12-31,346144000.0,,2589464000.0,18537000.0,2148098000.0,1889381000.0,4513013000.0,2434252000.0,2434252000.0,-156764000.0,-56503000.0,,,,445001000.0,8886390000.0,6452138000.0,4373377000.0,155212000.0,,2144463000.0,2148098000.0
2021-01-31,VEEV,2021-01-31,294220000.0,,393993000.0,,379998000.0,384127000.0,1056141000.0,377794000.0,377794000.0,,,,,,13995000.0,1465069000.0,1087275000.0,408928000.0,16199000.0,,379998000.0,379998000.0
2020-01-31,VEEV,2020-01-31,209895000.0,,313697000.0,,301118000.0,304598000.0,800712000.0,286219000.0,286219000.0,,,,,,12579000.0,1104081000.0,817862000.0,303369000.0,27478000.0,,301118000.0,301118000.0
2019-01-31,VEEV,2019-01-31,158783000.0,,238643000.0,,229832000.0,235280000.0,616929000.0,222866000.0,222866000.0,,,,,,8811000.0,862210000.0,639344000.0,245281000.0,15777000.0,,229832000.0,229832000.0
2018-01-31,VEEV,2018-01-31,132017000.0,,165771000.0,,151177000.0,189191000.0,479137000.0,157929000.0,157929000.0,,,,,,14594000.0,690559000.0,532630000.0,211422000.0,7842000.0,,151177000.0,151177000.0
2020-12-31,TREX,2020-12-31,3400000.0,,234634000.0,,175631000.0,122422000.0,365457000.0,239635000.0,239635000.0,,,,,,59003000.0,880831000.0,641196000.0,515374000.0,-5001000.0,,175631000.0,175631000.0
2019-12-31,TREX,2019-12-31,4500000.0,,189702000.0,,144738000.0,113804000.0,306503000.0,188199000.0,188199000.0,,,,,,44964000.0,745347000.0,557148000.0,438844000.0,1503000.0,,144738000.0,144738000.0
2018-12-31,TREX,2018-12-31,4200000.0,,176861000.0,,134572000.0,114025000.0,294894000.0,176669000.0,176669000.0,,,,,,42289000.0,684250000.0,507581000.0,389356000.0,192000.0,,134572000.0,134572000.0
2017-12-31,TREX,2017-12-31,3800000.0,,141919000.0,,95128000.0,97193000.0,243373000.0,142380000.0,142380000.0,,-461000.0,,,,46791000.0,565153000.0,422773000.0,321780000.0,-461000.0,,95128000.0,95128000.0
2020-12-31,TWTR,2020-12-31,873011000.0,,-50939000.0,,-1135626000.0,1300292000.0,2349961000.0,176658000.0,176658000.0,,-152878000.0,,,,1084687000.0,3716349000.0,3539691000.0,1366388000.0,-227597000.0,,-1135626000.0,-1135626000.0
2019-12-31,TWTR,2019-12-31,682281000.0,,390139000.0,,1465659000.0,1273634000.0,2322288000.0,366373000.0,366373000.0,,-138180000.0,,,,-1075520000.0,3459329000.0,3092956000.0,1137041000.0,23766000.0,,1465659000.0,1465659000.0
2018-12-31,TWTR,2018-12-31,553858000.0,,423544000.0,,1205596000.0,1070179000.0,2077362000.0,453325000.0,453325000.0,,-132606000.0,,,,-782052000.0,3042359000.0,2589034000.0,964997000.0,-29781000.0,,1205596000.0,1205596000.0
2017-12-31,TWTR,2017-12-31,542010000.0,,-95418000.0,,-108063000.0,1001307000.0,1582057000.0,38740000.0,38740000.0,,-105237000.0,,,,12645000.0,2443299000.0,2404559000.0,861242000.0,-134158000.0,,-108063000.0,-108063000.0
2020-12-31,PI,2020-12-31,48590000.0,,-51834000.0,,-51923000.0,56962000.0,65140000.0,-40412000.0,-40412000.0,,-5413000.0,,,,89000.0,138923000.0,179335000.0,73783000.0,-11422000.0,,-51923000.0,-51923000.0
2019-12-31,PI,2019-12-31,38880000.0,,-22789000.0,,-22987000.0,56783000.0,74002000.0,-21661000.0,-21661000.0,,-1794000.0,,,,198000.0,152836000.0,174497000.0,78834000.0,-1128000.0,,-22987000.0,-22987000.0
2018-12-31,PI,2018-12-31,34168000.0,,-35464000.0,,-35231000.0,55233000.0,58281000.0,-31120000.0,-31120000.0,,-1403000.0,,,,-233000.0,122633000.0,153753000.0,64352000.0,-4344000.0,,-35231000.0,-35231000.0
2017-12-31,PI,2017-12-31,32220000.0,,-17419000.0,,-17322000.0,49740000.0,64941000.0,-17019000.0,-17019000.0,,-908000.0,,,,-97000.0,125300000.0,142319000.0,60359000.0,-400000.0,,-17322000.0,-17322000.0
2021-06-30,UI,2021-06-30,116171000.0,,727654000.0,,616584000.0,53513000.0,912276000.0,742592000.0,742592000.0,,-14938000.0,,,,111070000.0,1898094000.0,1155502000.0,985818000.0,-14938000.0,,616584000.0,616584000.0
2020-06-30,UI,2020-06-30,89405000.0,,450196000.0,,380297000.0,39169000.0,606772000.0,478198000.0,478198000.0,,-28002000.0,,,,69899000.0,1284500000.0,806302000.0,677728000.0,-28002000.0,,380297000.0,380297000.0
2019-06-30,UI,2019-06-30,82070000.0,,381489000.0,,322694000.0,41537000.0,535904000.0,412297000.0,412297000.0,,-12808000.0,,,,58795000.0,1161733000.0,749436000.0,625829000.0,-30808000.0,,322694000.0,322694000.0
2018-06-30,UI,2018-06-30,74324000.0,,314142000.0,,196290000.0,41521000.0,441972000.0,326127000.0,326127000.0,,-11985000.0,,,,117852000.0,1016861000.0,690734000.0,574889000.0,-11985000.0,,196290000.0,196290000.0
2020-12-31,TWOU,2020-12-31,155949000.0,,-217998000.0,,-216484000.0,554600000.0,540714000.0,-169835000.0,-169835000.0,,-27317000.0,,,,-1514000.0,774533000.0,944368000.0,233819000.0,-48163000.0,,-216484000.0,-216484000.0
2019-12-31,TWOU,2019-12-31,115473000.0,,-255082000.0,,-235222000.0,454615000.0,412511000.0,-157577000.0,-157577000.0,,-13419000.0,,,,-19860000.0,574671000.0,732248000.0,162160000.0,-97505000.0,,-235222000.0,-235222000.0
2018-12-31,TWOU,2018-12-31,63812000.0,,-43197000.0,,-38330000.0,304004000.0,321276000.0,-46540000.0,-46540000.0,,-108000.0,,,,-4867000.0,411769000.0,458309000.0,90493000.0,3343000.0,,-38330000.0,-38330000.0
2017-12-31,TWOU,2017-12-31,45926000.0,,-30720000.0,,-29423000.0,213588000.0,229376000.0,-30138000.0,-30138000.0,,-87000.0,,,,-1297000.0,286752000.0,316890000.0,57376000.0,-582000.0,,-29423000.0,-29423000.0
2020-06-30,RMD,2020-06-30,201946000.0,,733088000.0,,621674000.0,676689000.0,1767389000.0,809059000.0,809059000.0,,-40377000.0,,,,111414000.0,2957013000.0,2147954000.0,1189624000.0,-75971000.0,,621674000.0,621674000.0
2019-06-30,RMD,2019-06-30,180651000.0,,518847000.0,,404592000.0,645010000.0,1536585000.0,635986000.0,635986000.0,,-36156000.0,,,,114255000.0,2606572000.0,1970586000.0,1069987000.0,-117139000.0,,404592000.0,404592000.0
2018-06-30,RMD,2018-06-30,155149000.0,,521312000.0,,315588000.0,600369000.0,1362164000.0,560263000.0,560263000.0,,-28355000.0,,,,205724000.0,2340196000.0,1779933000.0,978032000.0,-38951000.0,,315588000.0,315588000.0
2017-06-30,RMD,2017-06-30,144467000.0,,418743000.0,,342284000.0,553968000.0,1201745000.0,456732000.0,456732000.0,,-28236000.0,,,,76459000.0,2066737000.0,1610005000.0,864992000.0,-37989000.0,,342284000.0,342284000.0
2020-06-30,TEAM,2020-06-30,763188000.0,,-346209000.0,,-350654000.0,568092000.0,1345366000.0,14086000.0,14086000.0,,-49610000.0,,,,4445000.0,1614173000.0,1600087000.0,268807000.0,-360295000.0,,-350654000.0,-350654000.0
2019-06-30,TEAM,2019-06-30,579134000.0,,-605556000.0,,-637621000.0,484070000.0,999842000.0,-63362000.0,-63362000.0,,-40241000.0,,,,32065000.0,1210127000.0,1273489000.0,210285000.0,-542194000.0,,-637621000.0,-637621000.0
2018-06-30,TEAM,2018-06-30,415776000.0,,-58131000.0,,-113432000.0,338557000.0,708288000.0,-46045000.0,-46045000.0,,-6806000.0,,,,55301000.0,880978000.0,927023000.0,172690000.0,-12086000.0,,-113432000.0,-113432000.0
2017-06-30,TEAM,2017-06-30,310169000.0,,-52400000.0,,-37449000.0,253188000.0,507523000.0,-55834000.0,-55834000.0,,-75000.0,,,,-14951000.0,626684000.0,682518000.0,119161000.0,3434000.0,,-37449000.0,-37449000.0
2020-12-31,IT,2020-12-31,,,326133000.0,,266745000.0,2039662000.0,2754379000.0,495733000.0,495733000.0,,-115636000.0,,,,59388000.0,4099403000.0,3603670000.0,1345024000.0,-169600000.0,,266745000.0,266745000.0
2019-12-31,IT,2019-12-31,,,275739000.0,,233290000.0,2103995000.0,2694753000.0,378979000.0,378979000.0,,-102831000.0,,,,42449000.0,4245321000.0,3866342000.0,1550568000.0,-103240000.0,,233290000.0,233290000.0
2018-12-31,IT,2018-12-31,,,181121000.0,,122456000.0,1884846000.0,2506654000.0,366207000.0,366207000.0,,-126774000.0,,,,58665000.0,3975454000.0,3609247000.0,1468800000.0,-185086000.0,,122456000.0,122456000.0
2017-12-31,IT,2017-12-31,,,-127817000.0,,3279000.0,1599759000.0,1991296000.0,151366000.0,151366000.0,,-127947000.0,,,,-131096000.0,3311494000.0,3160128000.0,1320198000.0,-279183000.0,,3279000.0,3279000.0
2020-12-31,MSTR,2020-12-31,103561000.0,,-19953000.0,,-7524000.0,229046000.0,389680000.0,57073000.0,57073000.0,,,,,,-12429000.0,480735000.0,423662000.0,91055000.0,-77026000.0,,-7524000.0,-7524000.0
2019-12-31,MSTR,2019-12-31,109423000.0,,38263000.0,,34355000.0,277932000.0,386353000.0,-1002000.0,-1002000.0,,,,,,3908000.0,486327000.0,487329000.0,99974000.0,39265000.0,,34355000.0,34355000.0
2018-12-31,MSTR,2018-12-31,102499000.0,,20482000.0,,22501000.0,291659000.0,398139000.0,3981000.0,3981000.0,,,,,,-2019000.0,497638000.0,493657000.0,99499000.0,16501000.0,,22501000.0,22501000.0
2017-12-31,MSTR,2017-12-31,78766000.0,,71474000.0,,18195000.0,255206000.0,407194000.0,73222000.0,73222000.0,,,,,,53279000.0,503843000.0,430621000.0,96649000.0,-1748000.0,,18195000.0,18195000.0
2020-12-31,NUVA,2020-12-31,79838000.0,,-47545000.0,,-37153000.0,547195000.0,728951000.0,50192000.0,50192000.0,,-70466000.0,,,,-10392000.0,1050582000.0,1000390000.0,321631000.0,-97737000.0,,-37153000.0,-37153000.0
2019-12-31,NUVA,2019-12-31,72380000.0,,80517000.0,,65234000.0,611181000.0,855713000.0,121055000.0,121055000.0,,-38525000.0,,,,15283000.0,1168070000.0,1047015000.0,312357000.0,-40538000.0,,65234000.0,65234000.0
2018-12-31,NUVA,2018-12-31,61695000.0,,8723000.0,,12479000.0,575836000.0,790555000.0,102354000.0,102354000.0,,-37857000.0,,,,-3756000.0,1101714000.0,999360000.0,311159000.0,-93631000.0,,12479000.0,12479000.0
2017-12-31,NUVA,2017-12-31,50425000.0,,72363000.0,3845000.0,81598000.0,539507000.0,758244000.0,120273000.0,120273000.0,,-38021000.0,,,,-7492000.0,1026685000.0,906412000.0,268441000.0,-47910000.0,,79855000.0,81598000.0
2020-12-31,NTES,2020-12-31,10369382000.0,,15372084000.0,11667126000.0,12062754000.0,14075615000.0,38983402000.0,14538405000.0,14538405000.0,,,,,,3041849000.0,73667133000.0,59128728000.0,34683731000.0,833679000.0,,12330235000.0,12062754000.0
2019-12-31,NTES,2019-12-31,8413224000.0,,16383333000.0,11587756000.0,21237516000.0,9351425000.0,31555300000.0,13790651000.0,13790651000.0,,,,,,2914726000.0,59241145000.0,45450494000.0,27685845000.0,2592682000.0,7962519000.0,13468607000.0,21237516000.0
2018-12-31,NTES,2018-12-31,7378460000.0,,11076749000.0,6179945000.0,6152407000.0,9990345000.0,27346149000.0,9977344000.0,9977344000.0,,,,,,2460650000.0,51178575000.0,41201231000.0,23832426000.0,1099405000.0,-2138682000.0,8616099000.0,6152407000.0
2017-12-31,NTES,2017-12-31,4161673000.0,,13839579000.0,1317829000.0,10707939000.0,7886455000.0,25043041000.0,12994913000.0,12994913000.0,,,,,,2155988000.0,44437355000.0,31442442000.0,19394314000.0,844666000.0,-834454000.0,11683591000.0,10707939000.0
2020-11-01,AVGO,2020-11-01,4968000000.0,,2443000000.0,,2960000000.0,1932000000.0,17370000000.0,4250000000.0,4250000000.0,,-1777000000.0,,,,-518000000.0,23888000000.0,19638000000.0,6518000000.0,-1807000000.0,-1000000.0,2961000000.0,2663000000.0
2019-11-03,AVGO,2019-11-03,4696000000.0,,2226000000.0,,2724000000.0,1635000000.0,15874000000.0,4331000000.0,4331000000.0,,-1444000000.0,,,,-510000000.0,22597000000.0,18266000000.0,6723000000.0,-2105000000.0,-12000000.0,2736000000.0,2695000000.0
2018-11-04,AVGO,2018-11-04,3768000000.0,,4545000000.0,,12259000000.0,1027000000.0,13827000000.0,5487000000.0,5487000000.0,,-628000000.0,,,,-8084000000.0,20848000000.0,15361000000.0,7021000000.0,-942000000.0,-19000000.0,12629000000.0,12259000000.0
2017-10-29,AVGO,2017-10-29,3302000000.0,,1825000000.0,2901000000.0,1692000000.0,777000000.0,11043000000.0,2689000000.0,2689000000.0,,-454000000.0,,,,35000000.0,17636000000.0,14947000000.0,6593000000.0,-864000000.0,-6000000.0,1790000000.0,1692000000.0
2021-01-31,WDAY,2021-01-31,1690222000.0,,-275134000.0,,-282431000.0,1616241000.0,3136864000.0,-169599000.0,-169599000.0,,-68806000.0,,,,7297000.0,4317996000.0,4487595000.0,1181132000.0,-105535000.0,,-282431000.0,-282431000.0
2020-01-31,WDAY,2020-01-31,1549906000.0,,-482447000.0,,-480674000.0,1514272000.0,2561948000.0,-502230000.0,-502230000.0,,-58685000.0,,,,-1773000.0,3627206000.0,4129436000.0,1065258000.0,19783000.0,,-480674000.0,-480674000.0
2019-01-31,WDAY,2019-01-31,1211832000.0,,-423752000.0,,-418258000.0,1213682000.0,1987230000.0,-438284000.0,-438284000.0,,-60209000.0,,,,-5494000.0,2822180000.0,3260464000.0,834950000.0,14532000.0,,-418258000.0,-418258000.0
2018-01-31,WDAY,2018-01-31,910584000.0,,-314786000.0,,-321222000.0,906276000.0,1513637000.0,-303223000.0,-303223000.0,,-44549000.0,,,,6436000.0,2143050000.0,2446273000.0,629413000.0,-11563000.0,,-321222000.0,-321222000.0
2020-12-31,ICE,2020-12-31,,,2766000000.0,129000000.0,2089000000.0,2153000000.0,6036000000.0,3143000000.0,3143000000.0,,-357000000.0,,,,658000000.0,6036000000.0,2893000000.0,0.0,-377000000.0,,2108000000.0,2089000000.0
2019-12-31,ICE,2019-12-31,,,2481000000.0,109000000.0,1933000000.0,1869000000.0,5202000000.0,2702000000.0,2702000000.0,,-285000000.0,,,,521000000.0,5202000000.0,2500000000.0,0.0,-221000000.0,,1960000000.0,1933000000.0
2018-12-31,ICE,2018-12-31,,,2520000000.0,101000000.0,1988000000.0,1780000000.0,4979000000.0,2613000000.0,2613000000.0,,-244000000.0,,,,500000000.0,4979000000.0,2366000000.0,0.0,-93000000.0,,2020000000.0,1988000000.0
2017-12-31,ICE,2017-12-31,,,2526000000.0,28000000.0,2526000000.0,1679000000.0,4638000000.0,2424000000.0,2424000000.0,,-187000000.0,,,,-28000000.0,4638000000.0,2214000000.0,0.0,102000000.0,,2554000000.0,2526000000.0
2021-03-31,TTWO,2021-03-31,317311000.0,,677816000.0,,588886000.0,833115000.0,1876760000.0,670738000.0,670738000.0,,-6207000.0,,,,88930000.0,3372772000.0,2702034000.0,1496012000.0,7078000.0,,588886000.0,588886000.0
2020-03-31,TTWO,2020-03-31,296398000.0,,458439000.0,,404459000.0,776659000.0,1546520000.0,425350000.0,425350000.0,,-2637000.0,,,,53980000.0,3088970000.0,2663620000.0,1542450000.0,33089000.0,,404459000.0,404459000.0
2019-03-31,TTWO,2019-03-31,230170000.0,,232785000.0,,333837000.0,672634000.0,1152176000.0,209140000.0,209140000.0,,-8032000.0,,,,-101052000.0,2668394000.0,2459254000.0,1516218000.0,23645000.0,,333837000.0,333837000.0
2018-03-31,TTWO,2018-03-31,196373000.0,,136625000.0,,173533000.0,503920000.0,895641000.0,151379000.0,151379000.0,,-22269000.0,,,,-36908000.0,1792892000.0,1641513000.0,897251000.0,-14754000.0,,173533000.0,173374000.0
2020-12-31,BIIB,2020-12-31,3984600000.0,,5052800000.0,-14200000.0,4000600000.0,2511500000.0,11639400000.0,4655300000.0,4655300000.0,232900000.0,-213100000.0,,,,992300000.0,13444600000.0,8789300000.0,1805200000.0,397500000.0,,4060500000.0,4000600000.0
2019-12-31,BIIB,2019-12-31,2264900000.0,,7046500000.0,-4100000.0,5888500000.0,2362900000.0,12422500000.0,7279100000.0,7279100000.0,241600000.0,-187400000.0,,,,1158000000.0,14377900000.0,7098800000.0,1955400000.0,-232600000.0,,5888500000.0,5888500000.0
2018-12-31,BIIB,2018-12-31,2597200000.0,,5899600000.0,-8000000.0,4430700000.0,2109100000.0,11636600000.0,6364100000.0,6364100000.0,185000000.0,-200600000.0,,,,1425600000.0,13452900000.0,7088800000.0,1816300000.0,-464500000.0,,4474000000.0,4430700000.0
2017-12-31,BIIB,2017-12-31,2253600000.0,,5128800000.0,-14700000.0,2539100000.0,1936400000.0,10643900000.0,5886300000.0,5886300000.0,112300000.0,-250800000.0,,,,2458700000.0,12273900000.0,6387600000.0,1630000000.0,-757500000.0,,2670100000.0,2539100000.0
2020-12-31,NXPI,2020-12-31,1686000000.0,,-3000000.0,207000000.0,52000000.0,865000000.0,4267000000.0,429000000.0,429000000.0,-4000000.0,-362000000.0,,,,-83000000.0,8612000000.0,8183000000.0,4345000000.0,-432000000.0,,80000000.0,52000000.0
2019-12-31,NXPI,2019-12-31,1627000000.0,,292000000.0,214000000.0,243000000.0,920000000.0,4629000000.0,652000000.0,652000000.0,-5000000.0,-370000000.0,,,,20000000.0,8877000000.0,8225000000.0,4248000000.0,-360000000.0,,272000000.0,243000000.0
2018-12-31,NXPI,2018-12-31,1700000000.0,,2434000000.0,185000000.0,2208000000.0,996000000.0,4851000000.0,706000000.0,706000000.0,40000000.0,-273000000.0,,,,176000000.0,9407000000.0,8701000000.0,4556000000.0,1728000000.0,,2258000000.0,2208000000.0
2017-12-31,NXPI,2017-12-31,1566000000.0,,1789000000.0,189000000.0,2215000000.0,1064000000.0,4622000000.0,527000000.0,527000000.0,40000000.0,-310000000.0,,,,-483000000.0,9256000000.0,8729000000.0,4634000000.0,1262000000.0,,2272000000.0,2215000000.0
2020-10-02,SWKS,2020-10-02,464100000.0,,891700000.0,,814800000.0,231400000.0,1636300000.0,929000000.0,929000000.0,,,,,,76900000.0,3355700000.0,2426700000.0,1719400000.0,-37300000.0,,814800000.0,814800000.0
2019-09-27,SWKS,2019-09-27,424100000.0,,961000000.0,,853600000.0,198300000.0,1669900000.0,1024900000.0,1024900000.0,,,,,,107400000.0,3376800000.0,2351900000.0,1706900000.0,-63900000.0,,853600000.0,853600000.0
2018-09-28,SWKS,2018-09-28,404500000.0,,1332100000.0,,918400000.0,207800000.0,1950700000.0,1320100000.0,1320100000.0,,,,,,413700000.0,3868000000.0,2547900000.0,1917300000.0,12000000.0,,918400000.0,918400000.0
2017-09-29,SWKS,2017-09-29,355200000.0,,1257000000.0,,1010200000.0,205900000.0,1841800000.0,1253100000.0,1253100000.0,,,,,,246800000.0,3651400000.0,2398300000.0,1809600000.0,3900000.0,,1010200000.0,1010200000.0
2021-01-31,PLAY,2021-01-31,,,-290406000.0,,-206974000.0,47215000.0,-42605000.0,-239885000.0,-239885000.0,,-36912000.0,,,,-83432000.0,436512000.0,676397000.0,479117000.0,-50521000.0,,-206974000.0,-206974000.0
2020-02-02,PLAY,2020-02-02,,,127142000.0,,100263000.0,69469000.0,368979000.0,148079000.0,148079000.0,,-21056000.0,,,,26879000.0,1354691000.0,1206612000.0,985712000.0,-20937000.0,,100263000.0,100263000.0
2019-02-03,PLAY,2019-02-03,,,147887000.0,,117221000.0,61521000.0,360343000.0,157384000.0,157384000.0,,-13191000.0,,,,30666000.0,1265301000.0,1107917000.0,904958000.0,-9497000.0,,117221000.0,117221000.0
2018-02-04,PLAY,2018-02-04,,,156389000.0,,120949000.0,57015000.0,351849000.0,168322000.0,168322000.0,,-8650000.0,,,,35440000.0,1139791000.0,971469000.0,787942000.0,-11933000.0,,120949000.0,120949000.0
2020-12-31,CERN,2020-12-31,749007000.0,,991473000.0,,780088000.0,2937201000.0,4572847000.0,831044000.0,831044000.0,,-29080000.0,,,,211385000.0,5505788000.0,4674744000.0,932941000.0,160429000.0,,780088000.0,780088000.0
