,ticker,Date,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-12-31,IQ,2020-12-31,2675494000.0,,-6983877000.0,187640000.0,-7038361000.0,5044301000.0,2628282000.0,-5091513000.0,-5091513000.0,,-1066320000.0,,,,23276000.0,29707215000.0,34798728000.0,27078933000.0,-1892364000.0,,-7007153000.0,-7045448000.0
2019-12-31,IQ,2019-12-31,2667146000.0,,-10224887000.0,143918000.0,-10323329000.0,5236007000.0,-1354684000.0,-9257837000.0,-9257837000.0,,-914371000.0,,,,51852000.0,28993658000.0,38251495000.0,30348342000.0,-967050000.0,,-10276739000.0,-10324871000.0
2018-12-31,IQ,2018-12-31,1994652000.0,,-8982430000.0,118632000.0,-9109776000.0,4167889000.0,-2143695000.0,-8306236000.0,-8306236000.0,,-94711000.0,,,,78801000.0,24989116000.0,33295352000.0,27132811000.0,-676194000.0,,-9061231000.0,-9408766000.0
2017-12-31,IQ,2017-12-31,1269806000.0,,-3744497000.0,3820000.0,-3736932000.0,2674990000.0,382022000.0,-3562774000.0,-3562774000.0,,-277577000.0,,,,-7565000.0,17378350000.0,20941124000.0,16996328000.0,-181723000.0,,-3736932000.0,102763000.0
2020-12-31,TSLA,2020-12-31,1491000000.0,,1154000000.0,1454000000.0,721000000.0,3188000000.0,6630000000.0,1951000000.0,1951000000.0,,-784000000.0,,,,292000000.0,31536000000.0,29585000000.0,24906000000.0,-797000000.0,,862000000.0,690000000.0
2019-12-31,TSLA,2019-12-31,1343000000.0,,-665000000.0,1492000000.0,-862000000.0,2646000000.0,4069000000.0,80000000.0,80000000.0,,-725000000.0,,,,110000000.0,24578000000.0,24498000000.0,20509000000.0,-745000000.0,,-775000000.0,-870000000.0
2018-12-31,TSLA,2018-12-31,1460000000.0,,-1005000000.0,1390000000.0,-976000000.0,2835000000.0,4042000000.0,-253000000.0,-253000000.0,,-653000000.0,,,,58000000.0,21461000000.0,21714000000.0,17419000000.0,-752000000.0,,-1063000000.0,-976000000.0
2017-12-31,TSLA,2017-12-31,1378000000.0,,-2209000000.0,1395080000.0,-1962000000.0,2477000000.0,2223000000.0,-1632000000.0,-1632000000.0,,-477000000.0,,,,32000000.0,11759000000.0,13391000000.0,9536000000.0,-577000000.0,,-2241000000.0,-1962000000.0
2020-12-31,GOOG,2020-12-31,27573000000.0,,48082000000.0,,40269000000.0,28998000000.0,97795000000.0,41224000000.0,41224000000.0,,-135000000.0,,,,7813000000.0,182527000000.0,141303000000.0,84732000000.0,6858000000.0,,40269000000.0,40269000000.0
2019-12-31,GOOG,2019-12-31,26018000000.0,,39625000000.0,,34343000000.0,27461000000.0,89961000000.0,36482000000.0,36482000000.0,,-100000000.0,,,,5282000000.0,161857000000.0,125375000000.0,71896000000.0,3143000000.0,,34343000000.0,34343000000.0
2018-12-31,GOOG,2018-12-31,21419000000.0,,34913000000.0,,30736000000.0,23256000000.0,77270000000.0,32595000000.0,32595000000.0,,-114000000.0,,,,4177000000.0,136819000000.0,104224000000.0,59549000000.0,2318000000.0,,30736000000.0,30736000000.0
2017-12-31,GOOG,2017-12-31,16625000000.0,,27193000000.0,,12662000000.0,19733000000.0,65272000000.0,28914000000.0,28914000000.0,,-109000000.0,,,,14531000000.0,110855000000.0,81941000000.0,45583000000.0,-1721000000.0,,12662000000.0,12662000000.0
2020-12-31,EXXRF,2020-12-31,4091000000.0,,1337000000.0,24570000000.0,-30000000.0,8211000000.0,16182000000.0,3843000000.0,3843000000.0,37000000.0,-1621000000.0,,,,1336000000.0,118662000000.0,114819000000.0,102480000000.0,-2543000000.0,,1000000.0,-30000000.0
2019-12-31,EXXRF,2019-12-31,4311000000.0,,6820000000.0,27534000000.0,3053000000.0,9414000000.0,22738000000.0,9257000000.0,9257000000.0,-244000000.0,-1784000000.0,,,,1835000000.0,142736000000.0,133479000000.0,119998000000.0,-2193000000.0,1126000000.0,4985000000.0,3053000000.0
2018-12-31,EXXRF,2018-12-31,4474000000.0,,6354000000.0,24235000000.0,1347000000.0,10219000000.0,22011000000.0,7318000000.0,7318000000.0,-244000000.0,-1890000000.0,,,,1240000000.0,142375000000.0,135057000000.0,120364000000.0,-964000000.0,83000000.0,5114000000.0,1347000000.0
2017-12-31,EXXRF,2017-12-31,4416000000.0,,7481000000.0,20381000000.0,1392000000.0,10186000000.0,22929000000.0,8327000000.0,8327000000.0,-244000000.0,-2458000000.0,,,,3054000000.0,137336000000.0,129009000000.0,114407000000.0,-846000000.0,61000000.0,4427000000.0,1392000000.0
2020-12-31,DAL,2020-12-31,,,-15587000000.0,,-12385000000.0,582000000.0,-5165000000.0,-9200000000.0,-9200000000.0,1163000000.0,-929000000.0,,,,-3202000000.0,17095000000.0,26295000000.0,22260000000.0,-6387000000.0,,-12385000000.0,-12385000000.0
2019-12-31,DAL,2019-12-31,,,6198000000.0,,4767000000.0,1993000000.0,12916000000.0,6571000000.0,6571000000.0,1771000000.0,-301000000.0,,,,1431000000.0,47007000000.0,40436000000.0,34091000000.0,-373000000.0,,4767000000.0,4767000000.0
2018-12-31,DAL,2018-12-31,,,5151000000.0,,3935000000.0,1941000000.0,11452000000.0,5459000000.0,5459000000.0,1723000000.0,-311000000.0,,,,1216000000.0,44438000000.0,38979000000.0,32986000000.0,-308000000.0,,3935000000.0,3935000000.0
2017-12-31,DAL,2017-12-31,,,5500000000.0,,3205000000.0,1827000000.0,11833000000.0,6175000000.0,6175000000.0,1609000000.0,-396000000.0,,,,2295000000.0,41138000000.0,34963000000.0,29305000000.0,-675000000.0,,3205000000.0,3205000000.0
2020-12-31,BIDU,2020-12-31,19513000000.0,,23090000000.0,9147000000.0,22472000000.0,18063000000.0,53071000000.0,15495000000.0,15495000000.0,,-3103000000.0,,,,4064000000.0,107074000000.0,91579000000.0,54003000000.0,7595000000.0,,19026000000.0,22384000000.0
2019-12-31,BIDU,2019-12-31,18346000000.0,,-340000000.0,9216000000.0,2057000000.0,19910000000.0,44969000000.0,6713000000.0,6713000000.0,,-2960000000.0,,,,1948000000.0,107413000000.0,100700000000.0,62444000000.0,-7053000000.0,,-2288000000.0,1980000000.0
2018-12-31,BIDU,2018-12-31,15772000000.0,,27325000000.0,12855000000.0,27573000000.0,19231000000.0,52138000000.0,17135000000.0,17135000000.0,,-3483000000.0,,,,4743000000.0,103877000000.0,86742000000.0,51739000000.0,10190000000.0,,22582000000.0,27443000000.0
2017-12-31,BIDU,2017-12-31,12928000000.0,,21283000000.0,15026000000.0,18301000000.0,13128000000.0,48415000000.0,17591000000.0,17591000000.0,4768000000.0,-3515000000.0,,,,2995000000.0,86709000000.0,69118000000.0,38294000000.0,3692000000.0,,18288000000.0,18318000000.0
2020-12-31,ARCO,2020-12-31,,,-131854000.0,470000.0,-149451000.0,171382000.0,113810000.0,-59234000.0,-59234000.0,1662000.0,-59068000.0,,,,17532000.0,1984219000.0,2043453000.0,1870409000.0,-72620000.0,,-149386000.0,-149451000.0
2019-12-31,ARCO,2019-12-31,,,118953000.0,428000.0,79896000.0,212515000.0,363073000.0,162584000.0,162584000.0,-12026000.0,-52079000.0,,,,38837000.0,2959077000.0,2796493000.0,2596004000.0,-43631000.0,,80116000.0,79896000.0
2018-12-31,ARCO,2018-12-31,,,85169000.0,376000.0,36847000.0,229324000.0,352920000.0,134391000.0,134391000.0,-10795000.0,-52868000.0,,,,48136000.0,3081571000.0,2947180000.0,2728651000.0,-49222000.0,,37033000.0,36847000.0
2017-12-31,ARCO,2017-12-31,,,182813000.0,492000.0,129166000.0,244664000.0,444943000.0,182832000.0,182832000.0,17447000.0,-68357000.0,,,,53314000.0,3319525000.0,3136693000.0,2874582000.0,-19000.0,,129499000.0,129166000.0
2021-03-31,SFTBF,2021-03-31,,,5670456000000.0,1742500000000.0,4987962000000.0,2271497000000.0,2874929000000.0,603432000000.0,603432000000.0,,-307250000000.0,,,,1303168000000.0,5628167000000.0,5024735000000.0,2753238000000.0,5067024000000.0,710948000000.0,4367288000000.0,4957716000000.0
2020-03-31,SFTBF,2020-03-31,,,35492000000.0,1459304000000.0,-961576000000.0,2024167000000.0,2700051000000.0,554833000000.0,554833000000.0,121051000000.0,-300948000000.0,,,,797697000000.0,6185093000000.0,5630260000000.0,3485042000000.0,-519341000000.0,-38555000000.0,-762205000000.0,-992524000000.0
2019-03-31,SFTBF,2019-03-31,,,1691302000000.0,1387723000000.0,1411199000000.0,2786674000000.0,3854565000000.0,921029000000.0,921029000000.0,146862000000.0,-633769000000.0,,,,236684000000.0,9602236000000.0,8681207000000.0,5747671000000.0,770273000000.0,-38555000000.0,1454618000000.0,1379192000000.0
2018-03-31,SFTBF,2018-03-31,,,384630000000.0,1088846000000.0,1038977000000.0,2552664000000.0,3631188000000.0,1000448000000.0,1000448000000.0,78076000000.0,-516132000000.0,,,,-853182000000.0,9158765000000.0,8158317000000.0,5527577000000.0,-615818000000.0,-38555000000.0,1237812000000.0,1017063000000.0
2021-01-31,OKTA,2021-01-31,222826000.0,,-266191000.0,,-266332000.0,599076000.0,617743000.0,-204159000.0,-204159000.0,,-72660000.0,,,,141000.0,835424000.0,1039583000.0,217681000.0,-62032000.0,,-266332000.0,-266332000.0
2020-01-31,OKTA,2020-01-31,159269000.0,,-210332000.0,,-208913000.0,449799000.0,426685000.0,-182383000.0,-182383000.0,,-27017000.0,,,,-1419000.0,586067000.0,768450000.0,159382000.0,-27949000.0,,-208913000.0,-208913000.0
2019-01-31,OKTA,2019-01-31,102385000.0,,-125514000.0,,-125497000.0,303070000.0,285833000.0,-119622000.0,-119622000.0,,-15072000.0,,,,-17000.0,399254000.0,518876000.0,113421000.0,-5892000.0,,-125497000.0,-125497000.0
2018-01-31,OKTA,2018-01-31,69707000.0,,-110170000.0,,-109849000.0,216823000.0,175792000.0,-110738000.0,-110738000.0,,-15072000.0,,,,-321000.0,256547000.0,367285000.0,80755000.0,568000.0,,-109849000.0,-109849000.0
2020-09-27,SBUX,2020-09-27,,,1164400000.0,5700000.0,928300000.0,1679600000.0,5141100000.0,1599900000.0,1599900000.0,430300000.0,-437000000.0,,,,239700000.0,23518000000.0,21918100000.0,18376900000.0,-435500000.0,,924700000.0,928300000.0
2019-09-29,SBUX,2019-09-29,,,4466200000.0,1200000.0,3599200000.0,1824100000.0,7488100000.0,3915700000.0,3915700000.0,371000000.0,-331000000.0,,,,871600000.0,26508600000.0,22592900000.0,19020500000.0,550500000.0,,3594600000.0,3599200000.0
2018-09-30,SBUX,2018-09-30,,,5780000000.0,6300000.0,4518300000.0,1704600000.0,7316600000.0,3810100000.0,3810100000.0,554900000.0,-170300000.0,,,,1262000000.0,24719500000.0,20909400000.0,17402900000.0,1969900000.0,,4518000000.0,4518300000.0
2017-10-01,SBUX,2017-10-01,,,4317500000.0,6900000.0,2884700000.0,1408400000.0,6834600000.0,3896800000.0,3896800000.0,518000000.0,-92500000.0,,,,1432600000.0,22386800000.0,18490000000.0,15552200000.0,420700000.0,,2884900000.0,2884700000.0
2020-12-31,AMT,2020-12-31,,,1821100000.0,687000000.0,1690600000.0,778700000.0,5814300000.0,3149900000.0,3149900000.0,3400000.0,-793500000.0,,,,129600000.0,8041500000.0,4891600000.0,2227200000.0,-1328800000.0,,1691500000.0,1690600000.0
2019-12-31,AMT,2019-12-31,,,1916400000.0,1531500000.0,1887800000.0,730400000.0,5363500000.0,2851300000.0,2851300000.0,3400000.0,-814200000.0,,,,-200000.0,7580300000.0,4729000000.0,2216800000.0,-934900000.0,,1916600000.0,1887800000.0
2018-12-31,AMT,2018-12-31,,,1154600000.0,1568300000.0,1236400000.0,733200000.0,5262300000.0,2742300000.0,2742300000.0,3500000.0,-825600000.0,,,,-110100000.0,7440100000.0,4697800000.0,2177800000.0,-1587700000.0,,1264700000.0,1227000000.0
2017-12-31,AMT,2017-12-31,,,1256100000.0,1712800000.0,1238900000.0,637000000.0,4607300000.0,2248200000.0,2248200000.0,6200000.0,-749600000.0,,,,30700000.0,6663900000.0,4415700000.0,2056600000.0,-992100000.0,,1225400000.0,1151500000.0
2020-05-31,NKE,2020-05-31,,,2887000000.0,,2539000000.0,13126000000.0,16241000000.0,3115000000.0,3115000000.0,,-151000000.0,,,,348000000.0,37403000000.0,34288000000.0,21162000000.0,-228000000.0,,2539000000.0,2539000000.0
2019-05-31,NKE,2019-05-31,,,4801000000.0,,4029000000.0,12702000000.0,17474000000.0,4772000000.0,4772000000.0,,-131000000.0,,,,772000000.0,39117000000.0,34345000000.0,21643000000.0,29000000.0,,4029000000.0,4029000000.0
2018-05-31,NKE,2018-05-31,,,4325000000.0,,1933000000.0,11511000000.0,15956000000.0,4445000000.0,4445000000.0,,-124000000.0,,,,2392000000.0,36397000000.0,31952000000.0,20441000000.0,-120000000.0,,1933000000.0,1933000000.0
2017-05-31,NKE,2017-05-31,,,4886000000.0,,4240000000.0,10563000000.0,15312000000.0,4749000000.0,4749000000.0,,-86000000.0,,,,646000000.0,34350000000.0,29601000000.0,19038000000.0,137000000.0,,4240000000.0,4240000000.0
2020-12-31,MELI,2020-12-31,352474000.0,,81315000.0,,-707000.0,1229044000.0,2034526000.0,127692000.0,127692000.0,325316000.0,-106690000.0,,,,82022000.0,3973465000.0,3845773000.0,1938939000.0,-46377000.0,,-707000.0,-3907000.0
2019-12-31,MELI,2019-12-31,223807000.0,,-107246000.0,,-171999000.0,1031477000.0,1291436000.0,-153161000.0,-153161000.0,189313000.0,-65876000.0,,,,64753000.0,2296314000.0,2449475000.0,1004878000.0,45915000.0,,-171999000.0,-180840000.0
2018-12-31,MELI,2018-12-31,146273000.0,,-65452000.0,,-36585000.0,620217000.0,836441000.0,-69482000.0,-69482000.0,139433000.0,-56249000.0,,,,-28867000.0,1439653000.0,1509135000.0,603212000.0,5241000.0,,-36585000.0,-36585000.0
2017-12-31,MELI,2017-12-31,127160000.0,,54070000.0,,13780000.0,447569000.0,826580000.0,144871000.0,144871000.0,106980000.0,-26469000.0,,,,40290000.0,1216542000.0,1071671000.0,389962000.0,-90801000.0,,13780000.0,13780000.0
2020-06-30,AX,2020-06-30,,,262632000.0,,183438000.0,262018000.0,538398000.0,0.0,268170000.0,8210000.0,,,,,79194000.0,538398000.0,270228000.0,0.0,-5538000.0,,183438000.0,183129000.0
2019-06-30,AX,2019-06-30,,,212806000.0,,155131000.0,238979000.0,464012000.0,0.0,222211000.0,2822000.0,,,,,57675000.0,464012000.0,241801000.0,0.0,-9405000.0,,155131000.0,154822000.0
2018-06-30,AX,2018-06-30,,,239699000.0,,152411000.0,169076000.0,413635000.0,0.0,244559000.0,2822000.0,,,,,87288000.0,413635000.0,169076000.0,0.0,-4860000.0,,152411000.0,152102000.0
2017-06-30,AX,2017-06-30,,,232693000.0,,134740000.0,132777000.0,370298000.0,0.0,237521000.0,2822000.0,,,,,97953000.0,370298000.0,132777000.0,0.0,-4828000.0,,134740000.0,134431000.0
2020-12-31,PYPL,2020-12-31,2642000000.0,,5065000000.0,44000000.0,4202000000.0,3931000000.0,10001000000.0,3428000000.0,3428000000.0,,-209000000.0,,,,863000000.0,21454000000.0,18026000000.0,11453000000.0,1637000000.0,,4202000000.0,4202000000.0
2019-12-31,PYPL,2019-12-31,2085000000.0,,2998000000.0,44000000.0,2459000000.0,3112000000.0,7987000000.0,2797000000.0,2797000000.0,-7000000.0,-115000000.0,,,,539000000.0,17772000000.0,14975000000.0,9785000000.0,201000000.0,,2459000000.0,2459000000.0
2018-12-31,PYPL,2018-12-31,1831000000.0,,2376000000.0,44000000.0,2057000000.0,2855000000.0,7189000000.0,2219000000.0,2219000000.0,284000000.0,-77000000.0,,,,319000000.0,15451000000.0,13232000000.0,8262000000.0,157000000.0,,2057000000.0,2057000000.0
2017-12-31,PYPL,2017-12-31,1740000000.0,,2200000000.0,44000000.0,1795000000.0,2370000000.0,6399000000.0,2197000000.0,2197000000.0,92000000.0,-7000000.0,,,,405000000.0,13094000000.0,10897000000.0,6695000000.0,3000000.0,,1795000000.0,1795000000.0
2020-12-31,CCI,2020-12-31,,,1076000000.0,,1056000000.0,678000000.0,3891000000.0,1605000000.0,1605000000.0,,-689000000.0,,,,20000000.0,5840000000.0,4235000000.0,1949000000.0,-529000000.0,,1056000000.0,999000000.0
2019-12-31,CCI,2019-12-31,,,881000000.0,,860000000.0,614000000.0,3777000000.0,1591000000.0,1591000000.0,,-683000000.0,,,,21000000.0,5763000000.0,4172000000.0,1986000000.0,-710000000.0,,860000000.0,747000000.0
2018-12-31,CCI,2018-12-31,,,641000000.0,,622000000.0,563000000.0,3526000000.0,1436000000.0,1436000000.0,,-642000000.0,,,,19000000.0,5370000000.0,3934000000.0,1844000000.0,-795000000.0,,622000000.0,509000000.0
2017-12-31,CCI,2017-12-31,,,392000000.0,,366000000.0,426000000.0,2712000000.0,1045000000.0,1045000000.0,,-591000000.0,,,,26000000.0,4255000000.0,3210000000.0,1543000000.0,-653000000.0,,366000000.0,308000000.0
2020-12-31,MCO,2020-12-31,,,2229000000.0,194000000.0,1778000000.0,1217000000.0,3896000000.0,2459000000.0,2459000000.0,,-163000000.0,,,,452000000.0,5371000000.0,2912000000.0,1475000000.0,-230000000.0,,1777000000.0,1778000000.0
2019-12-31,MCO,2019-12-31,,,1810000000.0,225000000.0,1422000000.0,1171000000.0,3442000000.0,2071000000.0,2071000000.0,,-175000000.0,,,,381000000.0,4829000000.0,2758000000.0,1387000000.0,-261000000.0,,1429000000.0,1422000000.0
2018-12-31,MCO,2018-12-31,,,1672000000.0,197000000.0,1310000000.0,1089000000.0,3197000000.0,1916000000.0,1916000000.0,,-196000000.0,,,,352000000.0,4443000000.0,2527000000.0,1246000000.0,-244000000.0,,1320000000.0,1310000000.0
2017-12-31,MCO,2017-12-31,,,1787000000.0,212800000.0,1001000000.0,998000000.0,2988000000.0,1832000000.0,1832000000.0,,-189000000.0,,,,779000000.0,4204000000.0,2372000000.0,1216000000.0,-45000000.0,,1008000000.0,1001000000.0
2020-12-31,MKL,2020-12-31,,,1000449000.0,260534000.0,816030000.0,,5038944000.0,1273884000.0,1273884000.0,3605745000.0,-177582000.0,,,,168682000.0,9735066000.0,8461182000.0,4696122000.0,-273435000.0,,831767000.0,768925000.0
2019-12-31,MKL,2019-12-31,,,2285808000.0,185111000.0,1790466000.0,,5534505000.0,2477346000.0,2477346000.0,2908521000.0,-171687000.0,,,,486346000.0,9526191000.0,7048845000.0,3991686000.0,-191538000.0,,1799462000.0,1791571000.0
2018-12-31,MKL,2018-12-31,,,-7855000.0,193711000.0,-128180000.0,,3011267000.0,238957000.0,238957000.0,2656380000.0,-154212000.0,,,,122498000.0,6841285000.0,6602328000.0,3830018000.0,-246812000.0,,-130353000.0,-133008000.0
2017-12-31,MKL,2017-12-31,,,87295000.0,163702000.0,395269000.0,,2301545000.0,216606000.0,216606000.0,2004181000.0,-132451000.0,,,,-313463000.0,6061659000.0,5845053000.0,3760114000.0,-129311000.0,,400758000.0,361531000.0
2020-12-31,BAM,2020-12-31,,,1544000000.0,86804000000.0,-134000000.0,101000000.0,15287000000.0,9395000000.0,9395000000.0,,-7213000000.0,,,,837000000.0,62673000000.0,53278000000.0,47386000000.0,-7851000000.0,,707000000.0,-182000000.0
2019-12-31,BAM,2019-12-31,,,5849000000.0,81833000000.0,2807000000.0,98000000.0,18881000000.0,13907000000.0,13907000000.0,,-7227000000.0,,,,495000000.0,71609000000.0,57702000000.0,52728000000.0,-8058000000.0,,5354000000.0,2581000000.0
2018-12-31,BAM,2018-12-31,,,7240000000.0,67335000000.0,3584000000.0,104000000.0,12970000000.0,9764000000.0,9764000000.0,,-4854000000.0,,,,-248000000.0,58489000000.0,48725000000.0,45519000000.0,-2524000000.0,,7488000000.0,3328000000.0
2017-12-31,BAM,2017-12-31,,,5164000000.0,51628000000.0,1462000000.0,95000000.0,9611000000.0,7171000000.0,7171000000.0,246000000.0,-3608000000.0,,,,613000000.0,41999000000.0,34828000000.0,32388000000.0,-2007000000.0,,4551000000.0,1317000000.0
2020-12-31,UA,2020-12-31,,,-499790000.0,,-549177000.0,2172934000.0,2172471000.0,-7463000.0,-7463000.0,,-47259000.0,,,,49387000.0,4474667000.0,4482130000.0,2302196000.0,-492327000.0,,-549177000.0,-549177000.0
2019-12-31,UA,2019-12-31,,,162163000.0,,92139000.0,2222163000.0,2470533000.0,242270000.0,242270000.0,,-21240000.0,,,,70024000.0,5267132000.0,5024862000.0,2796599000.0,-80107000.0,,92139000.0,92139000.0
2018-12-31,UA,2018-12-31,,,-66854000.0,,-46302000.0,2176239000.0,2361271000.0,178932000.0,178932000.0,,-33568000.0,,,,-20552000.0,5193185000.0,5014253000.0,2831914000.0,-245786000.0,,-46302000.0,-46302000.0
2017-12-31,UA,2017-12-31,,,-10309000.0,,-48260000.0,2091322000.0,2256491000.0,156969000.0,156969000.0,,-34538000.0,,,,37951000.0,4989244000.0,4832275000.0,2732753000.0,-167278000.0,,-48260000.0,-48260000.0
2020-12-31,SIVB,2020-12-31,,,1741881000.0,213791000.0,1208368000.0,1787379000.0,3746904000.0,0.0,1769350000.0,190175000.0,,,,,447587000.0,3746904000.0,1977554000.0,0.0,-27469000.0,,1294294000.0,1191217000.0
2019-12-31,SIVB,2019-12-31,,,1610402000.0,150773000.0,1136856000.0,1430174000.0,3220624000.0,0.0,1637871000.0,152579000.0,,,,,425685000.0,3220624000.0,1582753000.0,0.0,-27469000.0,,1184717000.0,1136856000.0
2018-12-31,SIVB,2018-12-31,,,1362909000.0,148634000.0,973840000.0,1066666000.0,2551102000.0,0.0,1397185000.0,87251000.0,,,,,351561000.0,2551102000.0,1153917000.0,0.0,-34276000.0,,1011348000.0,973840000.0
2017-12-31,SIVB,2017-12-31,,,874641000.0,139620000.0,490506000.0,890465000.0,1882565000.0,0.0,906979000.0,85121000.0,,,,,355463000.0,1882565000.0,975586000.0,0.0,-32338000.0,,519178000.0,490506000.0
2020-12-31,BWA,2020-12-31,,,964000000.0,296000000.0,500000000.0,944000000.0,1910000000.0,970000000.0,970000000.0,-4000000.0,-73000000.0,,,,397000000.0,10165000000.0,9195000000.0,8255000000.0,-6000000.0,,567000000.0,500000000.0
2019-12-31,BWA,2019-12-31,,,1265000000.0,138000000.0,746000000.0,900000000.0,2101000000.0,1203000000.0,1203000000.0,-2000000.0,-55000000.0,,,,468000000.0,10168000000.0,8965000000.0,8067000000.0,62000000.0,,797000000.0,746000000.0
2018-12-31,BWA,2018-12-31,,,1196000000.0,119000000.0,931000000.0,936000000.0,2230000000.0,1298000000.0,1298000000.0,-4000000.0,-59000000.0,,,,211000000.0,10530000000.0,9232000000.0,8300000000.0,-102000000.0,,985000000.0,931000000.0
2017-12-31,BWA,2017-12-31,408000000.0,,1063000000.0,109100000.0,440000000.0,485000000.0,2115000000.0,1222000000.0,1222000000.0,-4000000.0,-71000000.0,,,,580000000.0,9799000000.0,8577000000.0,7684000000.0,-159000000.0,,483000000.0,440000000.0
2020-12-31,CMG,2020-12-31,,,293781000.0,,355766000.0,618498000.0,2071093000.0,327140000.0,327140000.0,871406000.0,-554000.0,,,,-61985000.0,5984634000.0,5657494000.0,3913541000.0,-33359000.0,,355766000.0,355766000.0
2019-12-31,CMG,2019-12-31,,,458285000.0,,350158000.0,583900000.0,1903321000.0,479509000.0,479509000.0,616026000.0,-1853000.0,,,,108127000.0,5586369000.0,5106860000.0,3683048000.0,-21224000.0,,350158000.0,350158000.0
2018-12-31,CMG,2018-12-31,,,268436000.0,,176553000.0,460103000.0,1591023000.0,352059000.0,352059000.0,568336000.0,-536000.0,,,,91883000.0,4864985000.0,4512926000.0,3273962000.0,-83623000.0,,176553000.0,176553000.0
2017-12-31,CMG,2017-12-31,,,275743000.0,,176253000.0,402733000.0,1407860000.0,284139000.0,284139000.0,545299000.0,-536000.0,,,,99490000.0,4476412000.0,4192273000.0,3068552000.0,-8396000.0,,176253000.0,176253000.0
2020-12-31,ATVI,2020-12-31,1150000000.0,,2616000000.0,,2197000000.0,1848000000.0,5826000000.0,2828000000.0,2828000000.0,,-99000000.0,,,,419000000.0,8086000000.0,5258000000.0,2260000000.0,-212000000.0,,2197000000.0,2197000000.0
2019-12-31,ATVI,2019-12-31,998000000.0,,1633000000.0,,1503000000.0,1658000000.0,4400000000.0,1744000000.0,1744000000.0,,-90000000.0,,,,130000000.0,6489000000.0,4745000000.0,2089000000.0,-111000000.0,,1503000000.0,1503000000.0
2018-12-31,ATVI,2018-12-31,1101000000.0,,1877000000.0,,1848000000.0,1884000000.0,4983000000.0,1998000000.0,1998000000.0,,-140000000.0,,,,29000000.0,7500000000.0,5502000000.0,2517000000.0,-121000000.0,,1848000000.0,1848000000.0
2017-12-31,ATVI,2017-12-31,1069000000.0,,1151000000.0,,273000000.0,2123000000.0,4516000000.0,1324000000.0,1324000000.0,,-162000000.0,,,,878000000.0,7017000000.0,5693000000.0,2501000000.0,-173000000.0,,273000000.0,273000000.0
2020-12-26,SAM,2020-12-26,,,244230000.0,,191960000.0,565779000.0,822652000.0,256873000.0,256873000.0,,-199000.0,,,,52270000.0,1736432000.0,1479559000.0,913780000.0,-12643000.0,,191960000.0,190796000.0
2019-12-28,SAM,2019-12-28,,,144370000.0,,110041000.0,460543000.0,614166000.0,153623000.0,153623000.0,,-199000.0,,,,34329000.0,1249824000.0,1096201000.0,635658000.0,-9253000.0,,110041000.0,109074000.0
2018-12-29,SAM,2018-12-29,,,116286000.0,,92663000.0,395710000.0,512243000.0,116533000.0,116533000.0,,-199000.0,,,,23623000.0,995649000.0,879116000.0,483406000.0,-247000.0,,92663000.0,91790000.0
2017-12-30,SAM,2017-12-30,,,116142000.0,,99049000.0,331775000.0,449901000.0,118126000.0,118126000.0,,-199000.0,,,,17093000.0,862992000.0,744866000.0,413091000.0,-1984000.0,,99049000.0,98505000.0
2020-12-31,CMI,2020-12-31,906000000.0,,2338000000.0,927000000.0,1789000000.0,2060000000.0,4894000000.0,1912000000.0,1912000000.0,16000000.0,-100000000.0,,,,527000000.0,19811000000.0,17899000000.0,14917000000.0,426000000.0,,1811000000.0,1789000000.0
2019-12-31,CMI,2019-12-31,1001000000.0,,2834000000.0,958000000.0,2260000000.0,2383000000.0,5980000000.0,2584000000.0,2584000000.0,12000000.0,-109000000.0,,,,566000000.0,23571000000.0,20987000000.0,17591000000.0,250000000.0,,2268000000.0,2260000000.0
2018-12-31,CMI,2018-12-31,902000000.0,,2753000000.0,911000000.0,2141000000.0,2437000000.0,5737000000.0,2392000000.0,2392000000.0,6000000.0,-114000000.0,,,,566000000.0,23771000000.0,21379000000.0,18034000000.0,361000000.0,,2187000000.0,2141000000.0
2017-12-31,CMI,2017-12-31,754000000.0,,2365000000.0,905000000.0,999000000.0,2429000000.0,5100000000.0,1977000000.0,1977000000.0,-60000000.0,-81000000.0,,,,1371000000.0,20428000000.0,18451000000.0,15328000000.0,388000000.0,,994000000.0,999000000.0
2020-12-31,PRLB,2020-12-31,36940000.0,,62945000.0,,50867000.0,121051000.0,217827000.0,59836000.0,59836000.0,,,,,,12078000.0,434395000.0,374559000.0,216568000.0,3109000.0,,50867000.0,50867000.0
2019-12-31,PRLB,2019-12-31,32692000.0,,81193000.0,,63655000.0,122742000.0,235290000.0,79856000.0,79856000.0,,,,,,17538000.0,458728000.0,378872000.0,223438000.0,1337000.0,,63655000.0,63655000.0
