,ticker,Date,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Change To Operating Activities,Repurchase Of Stock,Dividends Paid
2017-12-31,ISRG,2017-12-31,569400000.0,57700000.0,378700000.0,,-1913100000.0,415500000.0,670900000.0,-388400000.0,2100000.0,1143900000.0,95000000.0,,-115500000.0,-81400000.0,2000000.0,294600000.0,-190700000.0,211700000.0,-2330600000.0,
2020-10-03,DIS,2020-10-03,,-2293000000.0,-3637000000.0,11233000000.0,8480000000.0,305000000.0,-2864000000.0,12499000000.0,38000000.0,7618000000.0,5345000000.0,385000000.0,14000000.0,1943000000.0,-1471000000.0,5782000000.0,-4022000000.0,-157000000.0,,-1587000000.0
2019-09-28,DIS,2019-09-28,,191000000.0,-4118000000.0,3677000000.0,-1090000000.0,318000000.0,11054000000.0,1300000000.0,-98000000.0,6606000000.0,4167000000.0,10659000000.0,-223000000.0,55000000.0,-2190000000.0,-2971000000.0,-4876000000.0,932000000.0,,-2895000000.0
2018-09-29,DIS,2018-09-29,,235000000.0,-5336000000.0,-2583000000.0,-8843000000.0,210000000.0,12598000000.0,91000000.0,-25000000.0,14295000000.0,3011000000.0,710000000.0,-17000000.0,-720000000.0,-378000000.0,-477000000.0,-4465000000.0,-927000000.0,-3577000000.0,-2515000000.0
2017-09-30,DIS,2017-09-30,,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-52000000.0,-9368000000.0,-2445000000.0
2020-12-31,NVTA,2020-12-31,10061000.0,10186000.0,-400583000.0,129214000.0,672993000.0,547891000.0,-602170000.0,-26092000.0,,-298502000.0,39050000.0,-4026000.0,-7832000.0,-2814000.0,-4112000.0,231441000.0,-22865000.0,16433000.0,,
2019-12-31,NVTA,2019-12-31,-226417000.0,1558000.0,-280310000.0,264900000.0,464771000.0,213494000.0,-241965000.0,39408000.0,,-145053000.0,16206000.0,-4026000.0,1645000.0,-6131000.0,-13623000.0,67519000.0,-20047000.0,11699000.0,,
2018-12-31,NVTA,2018-12-31,42743000.0,-417000.0,35773000.0,33909000.0,157152000.0,129952000.0,-129355000.0,100705000.0,,-92220000.0,13540000.0,-1000000.0,-2848000.0,-5291000.0,-6709000.0,27347000.0,-5970000.0,4804000.0,,
2017-12-31,NVTA,2017-12-31,-33099000.0,-535000.0,-36953000.0,6252000.0,80871000.0,74619000.0,-123380000.0,-54063000.0,,-97981000.0,9181000.0,-1000000.0,-2848000.0,-1963000.0,-6709000.0,19579000.0,-6675000.0,-863000.0,,
2020-12-31,TTD,2020-12-31,-63157000.0,481313000.0,-143271000.0,,44679000.0,97817000.0,242317000.0,306477000.0,,405069000.0,22832000.0,,,-418054000.0,,119165000.0,-74061000.0,-48304000.0,-53138000.0,
2019-12-31,TTD,2019-12-31,-123237000.0,191763000.0,-163841000.0,,27280000.0,46620000.0,108318000.0,-76356000.0,,60205000.0,16162000.0,,,-331369000.0,-6000.0,92925000.0,-35693000.0,-23094000.0,-19334000.0,
2018-12-31,TTD,2018-12-31,-123237000.0,177675000.0,-25191000.0,-27000000.0,-10130000.0,23826000.0,88140000.0,51282000.0,,86603000.0,8622000.0,,,-239901000.0,-279000.0,42129000.0,-19795000.0,6738000.0,-6677000.0,
2017-12-31,TTD,2017-12-31,-123237000.0,171793000.0,-16064000.0,-1001000.0,7390000.0,9562000.0,50798000.0,22550000.0,,31224000.0,5309000.0,,,-224636000.0,-154000.0,22722000.0,-10110000.0,3338000.0,-1017000.0,
2020-12-31,NFLX,2020-12-31,,151642000.0,-505354000.0,1009464000.0,1237311000.0,235406000.0,2761395000.0,3195084000.0,36050000.0,2427077000.0,115710000.0,-7431000.0,,,-7559000.0,-11225067000.0,-497923000.0,-183515000.0,,
2019-12-31,NFLX,2019-12-31,,259909000.0,-387064000.0,4469306000.0,4505662000.0,72490000.0,1866916000.0,1231745000.0,469000.0,-2887322000.0,103579000.0,-134029000.0,,,-36134000.0,-14117107000.0,-253035000.0,-216866000.0,,
2018-12-31,NFLX,2018-12-31,,341475000.0,-339120000.0,3961852000.0,4048527000.0,124502000.0,1211242000.0,989246000.0,-39682000.0,-2680479000.0,83157000.0,-165174000.0,,,-37827000.0,-11800733000.0,-173946000.0,-47708000.0,,
2017-12-31,NFLX,2017-12-31,268040000.0,252533000.0,34329000.0,3020510000.0,3076990000.0,88378000.0,558929000.0,1355219000.0,29848000.0,-1785948000.0,71911000.0,-60409000.0,,,-31898000.0,-8673582000.0,-173302000.0,-193556000.0,,
2020-12-31,SQ,2020-12-31,-337736000.0,0.0,-606636000.0,2580638000.0,2315195000.0,161985000.0,213105000.0,2103157000.0,12995000.0,381603000.0,64412000.0,,,,-113409000.0,425190000.0,-138402000.0,-340904000.0,-314019000.0,
2019-12-31,SQ,2019-12-31,-116011000.0,0.0,95193000.0,2580638000.0,-98874000.0,118514000.0,375446000.0,465859000.0,3841000.0,465699000.0,56698000.0,,,,-5124000.0,125501000.0,-62498000.0,-110846000.0,-212264000.0,
2018-12-31,SQ,2018-12-31,-730662000.0,0.0,-905848000.0,636279000.0,515755000.0,133850000.0,-38453000.0,-102234000.0,-7221000.0,295080000.0,50361000.0,,,,-65250000.0,318428000.0,-61203000.0,-45856000.0,-189124000.0,
2017-12-31,SQ,2017-12-31,-312599000.0,0.0,-340611000.0,428250000.0,454933000.0,162504000.0,-62813000.0,246336000.0,4303000.0,127711000.0,30679000.0,,,,-91139000.0,235890000.0,-26097000.0,-82645000.0,-44682000.0,
2020-12-31,SPOT,2020-12-31,67000000.0,498000000.0,-372000000.0,-24000000.0,285000000.0,319000000.0,-581000000.0,86000000.0,-86000000.0,259000000.0,99000000.0,-25000000.0,,-187000000.0,-10000000.0,412000000.0,-78000000.0,6000000.0,,
2019-12-31,SPOT,2019-12-31,262000000.0,513000000.0,-218000000.0,-17000000.0,-203000000.0,228000000.0,-186000000.0,174000000.0,22000000.0,573000000.0,80000000.0,-14000000.0,,-27000000.0,24000000.0,221000000.0,-135000000.0,-35000000.0,-438000000.0,
2018-12-31,SPOT,2018-12-31,157000000.0,329000000.0,-22000000.0,-17000000.0,92000000.0,163000000.0,-78000000.0,414000000.0,22000000.0,344000000.0,32000000.0,-45000000.0,,-61000000.0,1000000.0,139000000.0,-125000000.0,-17000000.0,-72000000.0,
2017-12-31,SPOT,2017-12-31,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,,-112000000.0,5000000.0,940000000.0,-36000000.0,8000000.0,-72000000.0,
2020-12-31,AMZN,2020-12-31,-22242000000.0,18745000000.0,-59611000000.0,-1104000000.0,-1104000000.0,,21331000000.0,5967000000.0,618000000.0,66064000000.0,25251000000.0,,-2849000000.0,-8169000000.0,,6001000000.0,-40140000000.0,5754000000.0,,
2019-12-31,AMZN,2019-12-31,-9131000000.0,9904000000.0,-24281000000.0,-10066000000.0,-10066000000.0,,11588000000.0,4237000000.0,70000000.0,38514000000.0,21789000000.0,,-3278000000.0,-7681000000.0,,7575000000.0,-16861000000.0,-1383000000.0,,
2018-12-31,AMZN,2018-12-31,1140000000.0,4414000000.0,-12369000000.0,-7686000000.0,-7686000000.0,,10073000000.0,10317000000.0,-351000000.0,30723000000.0,15341000000.0,2104000000.0,-1314000000.0,-4615000000.0,,6352000000.0,-13427000000.0,472000000.0,,
2017-12-31,AMZN,2017-12-31,-3054000000.0,7838000000.0,-27084000000.0,9928000000.0,9928000000.0,,3033000000.0,1922000000.0,713000000.0,18365000000.0,11478000000.0,1897000000.0,-3583000000.0,-4780000000.0,,4096000000.0,-11955000000.0,283000000.0,,
2020-12-31,TWLO,2020-12-31,-453131000.0,23884000.0,-845855000.0,-10784000.0,1493311000.0,1512873000.0,-490979000.0,680150000.0,40000.0,32654000.0,131649000.0,,,-81303000.0,,434279000.0,-25805000.0,-39968000.0,-8778000.0,
2019-12-31,TWLO,2019-12-31,-1341251000.0,20223000.0,-1285792000.0,-11046000.0,1020145000.0,1036603000.0,-307063000.0,-251599000.0,40000.0,14048000.0,93326000.0,,,-51357000.0,,230430000.0,-45368000.0,-16822000.0,-5412000.0,
2018-12-31,TWLO,2018-12-31,-84190000.0,12938000.0,-139419000.0,550000000.0,515819000.0,39879000.0,-121949000.0,384546000.0,163000.0,7983000.0,13071000.0,,,-58234000.0,-71406000.0,103251000.0,-5109000.0,30479000.0,-2654000.0,
2017-12-31,TWLO,2017-12-31,-177309000.0,8993000.0,-226748000.0,550000000.0,36437000.0,37645000.0,-63708000.0,-193492000.0,74000.0,-3255000.0,10357000.0,3118000.0,,-15280000.0,-430000.0,51899000.0,-9538000.0,-3923000.0,-778000.0,
2020-12-31,WM,2020-12-31,,-211000000.0,-4847000000.0,-209000000.0,-1559000000.0,63000000.0,1496000000.0,-2999000000.0,4000000.0,3403000000.0,1671000000.0,-15000000.0,,-179000000.0,-50000000.0,563000000.0,-1632000000.0,63000000.0,-436000000.0,-927000000.0
2019-12-31,WM,2019-12-31,,146000000.0,-2376000000.0,3149000000.0,1964000000.0,67000000.0,1670000000.0,3464000000.0,2000000.0,3874000000.0,1574000000.0,-86000000.0,,-53000000.0,-95000000.0,550000000.0,-1818000000.0,-13000000.0,-281000000.0,-876000000.0
2018-12-31,WM,2018-12-31,,17000000.0,-2169000000.0,313000000.0,-1508000000.0,52000000.0,1925000000.0,-110000000.0,-3000000.0,3570000000.0,1477000000.0,-223000000.0,,-16000000.0,-38000000.0,197000000.0,-1694000000.0,-30000000.0,-1033000000.0,-802000000.0
2017-12-31,WM,2017-12-31,,89000000.0,-1620000000.0,85000000.0,-1361000000.0,95000000.0,1949000000.0,199000000.0,-3000000.0,3180000000.0,1376000000.0,-12000000.0,,-271000000.0,6000000.0,53000000.0,-1509000000.0,-16000000.0,-797000000.0,-750000000.0
2020-10-31,SNPS,2020-10-31,-611000.0,262495000.0,-360418000.0,-12390000.0,-140606000.0,197403000.0,664347000.0,507443000.0,17154000.0,991313000.0,158373000.0,,-55024000.0,-236806000.0,-1316000.0,244253000.0,-154717000.0,-173243000.0,-324303000.0,
2019-10-31,SNPS,2019-10-31,3116000.0,106437000.0,-235877000.0,-331166000.0,-561892000.0,156364000.0,532367000.0,5526000.0,2782000.0,800513000.0,142645000.0,,-17396000.0,-8575000.0,-762000.0,79005000.0,-198129000.0,-175528000.0,-386328000.0,
2018-10-31,SNPS,2018-10-31,9382000.0,154372000.0,-743525000.0,325322000.0,5138000.0,123829000.0,432518000.0,-325074000.0,-11086000.0,424399000.0,126788000.0,,-65751000.0,-95785000.0,1759000.0,-67854000.0,-98976000.0,-38467000.0,-445772000.0,
2017-10-31,SNPS,2017-10-31,141374000.0,120987000.0,-189282000.0,-60625000.0,-373120000.0,126337000.0,136563000.0,69653000.0,-427000.0,632482000.0,119540000.0,2100000.0,-20137000.0,2296000.0,-22102000.0,234803000.0,-70328000.0,-51137000.0,-416730000.0,
2020-12-31,ZNGA,2020-12-31,911300000.0,297000000.0,-87700000.0,856700000.0,689800000.0,16900000.0,-429400000.0,1047100000.0,15800000.0,429200000.0,142100000.0,-31800000.0,,4800000.0,-126600000.0,145800000.0,-18800000.0,232200000.0,-57200000.0,
2019-12-31,ZNGA,2019-12-31,-1071800000.0,233700000.0,-851900000.0,570800000.0,451600000.0,17400000.0,41900000.0,-126700000.0,10800000.0,262800000.0,79400000.0,-35300000.0,,-22500000.0,-87000000.0,-230300000.0,-23600000.0,170800000.0,-49600000.0,
2018-12-31,ZNGA,2018-12-31,275200000.0,61500000.0,19000000.0,99100000.0,-8300000.0,10000000.0,15500000.0,174300000.0,-4600000.0,168200000.0,42100000.0,-22300000.0,,22600000.0,-87000000.0,60900000.0,-11500000.0,-32300000.0,-117400000.0,
2017-12-31,ZNGA,2017-12-31,-308594000.0,-11247000.0,-431281000.0,99100000.0,-123078000.0,8769000.0,26639000.0,-456039000.0,3945000.0,94375000.0,30294000.0,-11788000.0,,-26417000.0,-5115000.0,67421000.0,-9971000.0,2897000.0,-126732000.0,
2021-03-31,NTDOY,2021-03-31,-137830000000.0,22002000000.0,-136533000000.0,,-194938000000.0,,480376000000.0,310676000000.0,30042000000.0,612106000000.0,10798000000.0,3455000000.0,7244000000.0,-527000000.0,-917000000.0,37820000000.0,-7011000000.0,54393000000.0,,-194021000000.0
2020-03-31,NTDOY,2020-03-31,-175575000000.0,24948000000.0,-188433000000.0,,-111031000000.0,,258641000000.0,36024000000.0,-12264000000.0,347753000000.0,9557000000.0,-3848000000.0,43230000000.0,-55372000000.0,-2657000000.0,-119660000000.0,-9843000000.0,83777000000.0,-43000000.0,-108331000000.0
2019-03-31,NTDOY,2019-03-31,56550000000.0,-50006000000.0,45353000000.0,,-109037000000.0,,194009000000.0,100897000000.0,-5948000000.0,170529000000.0,9564000000.0,-460000000.0,8484000000.0,-8416000000.0,-19000000.0,-72546000000.0,-10736000000.0,11677000000.0,-31038000000.0,-77980000000.0
2018-03-31,NTDOY,2018-03-31,73262000000.0,9014000000.0,61387000000.0,,-61311000000.0,3609000000.0,139590000000.0,153506000000.0,1222000000.0,152208000000.0,9064000000.0,-3250000000.0,-107454000000.0,51585000000.0,-13000000.0,-37537000000.0,-9609000000.0,26446000000.0,-78000000.0,-64829000000.0
2020-12-31,HA,2020-12-31,-107457000.0,-96430000.0,-98770000.0,523440000.0,546061000.0,41196000.0,-510935000.0,136583000.0,,-310708000.0,135965000.0,114000000.0,-1066000.0,29853000.0,-4179000.0,90379000.0,-105313000.0,52624000.0,-8882000.0,-5514000.0
2019-12-31,HA,2019-12-31,-11106000.0,20791000.0,-405207000.0,118761000.0,24546000.0,41196000.0,223984000.0,104479000.0,,485140000.0,141863000.0,-6275000.0,-8767000.0,-24756000.0,-1623000.0,134635000.0,-397421000.0,-42691000.0,-69818000.0,-22774000.0
2018-12-31,HA,2018-12-31,36587000.0,31424000.0,-316476000.0,18255000.0,-115408000.0,41196000.0,233200000.0,76624000.0,,508508000.0,125839000.0,87000000.0,-4701000.0,21132000.0,-3350000.0,21231000.0,-486777000.0,61301000.0,-106142000.0,-24171000.0
2017-12-31,HA,2017-12-31,12868000.0,108100000.0,-294706000.0,-61486000.0,-175467000.0,41196000.0,330610000.0,-139038000.0,,331135000.0,101551000.0,33000000.0,-21964000.0,-40782000.0,-188000.0,-65278000.0,-341515000.0,-98654000.0,-107532000.0,-6261000.0
2020-12-31,IQ,2020-12-31,442709000.0,-175884000.0,159296000.0,4773118000.0,9373906000.0,4653604000.0,-7038361000.0,4030838000.0,-91293000.0,-5411071000.0,12255806000.0,116156000.0,,8841000.0,-52816000.0,1865882000.0,-240750000.0,-16446308000.0,,
2019-12-31,IQ,2019-12-31,1076774000.0,225857000.0,-11749571000.0,8258742000.0,7880306000.0,146954000.0,-10323329000.0,149227000.0,112265000.0,3906227000.0,14093055000.0,22000000.0,,-810774000.0,-525390000.0,1365810000.0,-740163000.0,-3621573000.0,,
2018-12-31,IQ,2018-12-31,-5767458000.0,1050060000.0,-20949094000.0,8786421000.0,23474959000.0,15133863000.0,-9109776000.0,6027437000.0,617386000.0,2884186000.0,12714434000.0,-36370000.0,,-543988000.0,-445325000.0,588232000.0,-611910000.0,-4080319000.0,,
2017-12-31,IQ,2017-12-31,-575065000.0,1887124000.0,-10660674000.0,6515610000.0,6561110000.0,15133863000.0,-3736932000.0,-231197000.0,-143417000.0,4011784000.0,8728266000.0,114416000.0,,-512060000.0,45500000.0,-244211000.0,-1022315000.0,-2110403000.0,,
2020-12-31,TSLA,2020-12-31,,2423000000.0,-3132000000.0,-2488000000.0,9973000000.0,12686000000.0,721000000.0,13118000000.0,334000000.0,5943000000.0,2322000000.0,123000000.0,-422000000.0,-652000000.0,-225000000.0,2536000000.0,-3232000000.0,-1165000000.0,,
2019-12-31,TSLA,2019-12-31,,1447000000.0,-1436000000.0,798000000.0,1529000000.0,1111000000.0,-862000000.0,2506000000.0,8000000.0,2405000000.0,2092000000.0,46000000.0,-429000000.0,-367000000.0,-380000000.0,1336000000.0,-1432000000.0,-1000000000.0,,
2018-12-31,TSLA,2018-12-31,,2203000000.0,-2337000000.0,89000000.0,574000000.0,296000000.0,-976000000.0,312000000.0,-23000000.0,2098000000.0,1888000000.0,46000000.0,-1023000000.0,-497000000.0,189000000.0,969000000.0,-2319000000.0,-625000000.0,,
2017-12-31,TSLA,2017-12-31,,857000000.0,-4196000000.0,3385000000.0,4415000000.0,659000000.0,-1962000000.0,198000000.0,40000000.0,-61000000.0,1636000000.0,46000000.0,-179000000.0,-25000000.0,371000000.0,671000000.0,-4081000000.0,-1150000000.0,,
2020-12-31,GOOG,2020-12-31,-9822000000.0,1329000000.0,-32773000000.0,9661000000.0,-24408000000.0,,40269000000.0,7967000000.0,24000000.0,65124000000.0,13679000000.0,68000000.0,,-6524000000.0,-2920000000.0,9349000000.0,-22281000000.0,5813000000.0,-31149000000.0,
2019-12-31,GOOG,2019-12-31,-4017000000.0,465000000.0,-29491000000.0,-268000000.0,-23209000000.0,,34343000000.0,1797000000.0,-23000000.0,54520000000.0,11651000000.0,589000000.0,,-4340000000.0,-4545000000.0,7707000000.0,-23548000000.0,7822000000.0,-18396000000.0,
2018-12-31,GOOG,2018-12-31,-1972000000.0,1438000000.0,-28504000000.0,-61000000.0,-13179000000.0,,30736000000.0,5986000000.0,-302000000.0,47971000000.0,9029000000.0,98000000.0,,-2169000000.0,-4043000000.0,3298000000.0,-25139000000.0,7890000000.0,-9075000000.0,
2017-12-31,GOOG,2017-12-31,-19448000000.0,1121000000.0,-31401000000.0,-86000000.0,-8298000000.0,,12662000000.0,-2203000000.0,405000000.0,37091000000.0,6899000000.0,1419000000.0,,-3768000000.0,-3366000000.0,8284000000.0,-13184000000.0,3682000000.0,-4846000000.0,
2020-12-31,EXXRF,2020-12-31,-496000000.0,557000000.0,-10102000000.0,11101000000.0,10626000000.0,,-30000000.0,12626000000.0,-1949000000.0,14061000000.0,5046000000.0,12000000.0,5098000000.0,,-347000000.0,1851000000.0,-10253000000.0,-286000000.0,-28000000.0,-100000000.0
2019-12-31,EXXRF,2019-12-31,1780000000.0,1028000000.0,-3448000000.0,-2614000000.0,-5435000000.0,,3053000000.0,3799000000.0,242000000.0,11738000000.0,5230000000.0,5284000000.0,2195000000.0,,1000000.0,305000000.0,-10290000000.0,-1962000000.0,-207000000.0,-2615000000.0
2018-12-31,EXXRF,2018-12-31,-1167000000.0,642000000.0,-10184000000.0,-2381000000.0,-3030000000.0,,1347000000.0,-892000000.0,125000000.0,12916000000.0,4933000000.0,-600000000.0,-1221000000.0,,-306000000.0,4643000000.0,-7165000000.0,502000000.0,-62000000.0,-281000000.0
2017-12-31,EXXRF,2017-12-31,860000000.0,1074000000.0,-10771000000.0,-5453000000.0,-5944000000.0,10000000.0,1392000000.0,-5134000000.0,-1809000000.0,13390000000.0,5119000000.0,-786000000.0,-871000000.0,,-210000000.0,3990000000.0,-9531000000.0,721000000.0,-62000000.0,-291000000.0
2020-12-31,DAL,2020-12-31,-7891000000.0,123000000.0,-9238000000.0,20162000000.0,19356000000.0,,-12385000000.0,6325000000.0,,-3793000000.0,1986000000.0,552000000.0,354000000.0,1168000000.0,-202000000.0,4912000000.0,-1899000000.0,-255000000.0,-344000000.0,-260000000.0
2019-12-31,DAL,2019-12-31,315000000.0,685000000.0,-4563000000.0,148000000.0,-2880000000.0,,4767000000.0,982000000.0,,8425000000.0,2342000000.0,58000000.0,-139000000.0,-775000000.0,-21000000.0,857000000.0,-4936000000.0,449000000.0,-2027000000.0,-980000000.0
2018-12-31,DAL,2018-12-31,649000000.0,198000000.0,-4393000000.0,700000000.0,-1726000000.0,,3935000000.0,895000000.0,,7014000000.0,2124000000.0,126000000.0,324000000.0,108000000.0,58000000.0,61000000.0,-5168000000.0,59000000.0,-1575000000.0,-909000000.0
2017-12-31,DAL,2017-12-31,-1586000000.0,1638000000.0,-5266000000.0,1832000000.0,-730000000.0,,3205000000.0,-973000000.0,,5023000000.0,2035000000.0,211000000.0,-397000000.0,-428000000.0,-154000000.0,-1109000000.0,-3891000000.0,-108000000.0,-1677000000.0,-731000000.0
2020-12-31,BIDU,2020-12-31,-20244000000.0,1092000000.0,-27552000000.0,12390000000.0,5665000000.0,228000000.0,22472000000.0,2101000000.0,-212000000.0,24200000000.0,17790000000.0,905000000.0,,-1660000000.0,6101000000.0,-1974000000.0,-5084000000.0,-17639000000.0,-13054000000.0,
2019-12-31,BIDU,2019-12-31,561000000.0,-175000000.0,-19974000000.0,1348000000.0,-3873000000.0,18000000.0,2057000000.0,4612000000.0,1000000.0,28458000000.0,19161000000.0,31000000.0,,-1779000000.0,-281000000.0,10950000000.0,-6428000000.0,-4733000000.0,-4958000000.0,
2018-12-31,BIDU,2018-12-31,-21668000000.0,4942000000.0,-34460000000.0,20727000000.0,15082000000.0,676000000.0,27573000000.0,18491000000.0,1902000000.0,35967000000.0,16368000000.0,3639000000.0,,-1611000000.0,-3009000000.0,-13521000000.0,-8772000000.0,-50000000.0,-3312000000.0,
2017-12-31,BIDU,2017-12-31,-40411000000.0,6113000000.0,-76949000000.0,23587000000.0,44557000000.0,453000000.0,18301000000.0,120000000.0,-316000000.0,32828000000.0,11748000000.0,7000000.0,,-721000000.0,22240000000.0,-3744000000.0,-4779000000.0,320000000.0,-1723000000.0,
2020-12-31,ARCO,2020-12-31,,-23993000.0,-88706000.0,142797000.0,126009000.0,,-149451000.0,44109000.0,-9160000.0,15966000.0,126853000.0,638000.0,-25032000.0,-13210000.0,-6568000.0,41843000.0,-86311000.0,61276000.0,,-10220000.0
2019-12-31,ARCO,2019-12-31,,39434000.0,-260991000.0,13159000.0,-29632000.0,,79896000.0,-75402000.0,-8260000.0,223481000.0,123218000.0,-1256000.0,-21802000.0,-27988000.0,-6401000.0,-8910000.0,-265235000.0,25512000.0,-13965000.0,-22425000.0
2018-12-31,ARCO,2018-12-31,19588000.0,16563000.0,-163784000.0,13159000.0,-73442000.0,,36847000.0,-111209000.0,-53714000.0,179731000.0,105800000.0,620000.0,-12074000.0,-35770000.0,-6470000.0,12459000.0,-197041000.0,40188000.0,-46035000.0,-20937000.0
2017-12-31,ARCO,2017-12-31,-19588000.0,102660000.0,-124480000.0,46604000.0,-3353000.0,,129166000.0,113688000.0,-13649000.0,255170000.0,99382000.0,-1646000.0,-53466000.0,-50211000.0,-49957000.0,-41889000.0,-174766000.0,47149000.0,-46035000.0,-20937000.0
2021-03-31,SFTBF,2021-03-31,-543054000000.0,199064000000.0,-1468599000000.0,3749540000000.0,2194077000000.0,,4987962000000.0,1293710000000.0,12230000000.0,557250000000.0,851316000000.0,-231309000000.0,6276000000.0,-288416000000.0,757526000000.0,-868808000000.0,-646888000000.0,-4420418000000.0,-2226229000000.0,-86760000000.0
2020-03-31,SFTBF,2020-03-31,-2669718000000.0,88728000000.0,-4286921000000.0,3088372000000.0,2920863000000.0,,-961576000000.0,-489503000000.0,-342000000.0,1117879000000.0,2051472000000.0,116346000000.0,-374722000000.0,-242697000000.0,133130000000.0,-1890511000000.0,-1232551000000.0,2286369000000.0,-231980000000.0,-68659000000.0
2019-03-31,SFTBF,2019-03-31,-1334296000000.0,108223000000.0,-2908016000000.0,-1004678000000.0,2202291000000.0,,1411199000000.0,523868000000.0,57729000000.0,1171864000000.0,1694187000000.0,19988000000.0,-470686000000.0,-189651000000.0,3638989000000.0,-787430000000.0,-1364954000000.0,-637397000000.0,-384102000000.0,-47918000000.0
2018-03-31,SFTBF,2018-03-31,-3583224000000.0,173038000000.0,-4484822000000.0,2503329000000.0,4626421000000.0,,1038977000000.0,1151548000000.0,-78674000000.0,1088623000000.0,1585873000000.0,101272000000.0,-521000000000.0,-170067000000.0,2171051000000.0,-790740000000.0,-1064835000000.0,-426293000000.0,-41000000.0,-47918000000.0
2021-01-31,OKTA,2021-01-31,-1287778000.0,146229000.0,-1305146000.0,1134395000.0,1091598000.0,71531000.0,-266332000.0,-83323000.0,2263000.0,127962000.0,25765000.0,,,-66373000.0,-114328000.0,212091000.0,-13083000.0,-42603000.0,,
2020-01-31,OKTA,2020-01-31,-615839000.0,118121000.0,-688041000.0,816246000.0,853385000.0,64130000.0,-208913000.0,220738000.0,-209000.0,55603000.0,7215000.0,,,-37515000.0,-26991000.0,140678000.0,-15442000.0,-29063000.0,,
2019-01-31,OKTA,2019-01-31,-159766000.0,87866000.0,-197320000.0,334980000.0,357762000.0,50588000.0,-125497000.0,174982000.0,-632000.0,15172000.0,2201000.0,,,-39682000.0,-27806000.0,77203000.0,-19811000.0,-27850000.0,,
2018-01-31,OKTA,2018-01-31,-87723000.0,55196000.0,-99704000.0,334980000.0,237408000.0,241963000.0,-109849000.0,112951000.0,487000.0,-25240000.0,4101000.0,,,-18321000.0,-4555000.0,51867000.0,-6550000.0,-26314000.0,,
2020-09-27,SBUX,2020-09-27,-183500000.0,-179800000.0,-1711500000.0,5166500000.0,1713300000.0,298800000.0,928300000.0,1664300000.0,64700000.0,1597800000.0,1503200000.0,-44400000.0,-10900000.0,-2700000.0,-37700000.0,1842700000.0,-1483600000.0,-1268400000.0,-1790800000.0,-1923500000.0
2019-09-29,SBUX,2019-09-29,167700000.0,1400000.0,-1010800000.0,1646000000.0,-10056900000.0,409800000.0,3599200000.0,-6069700000.0,-49000000.0,5047000000.0,1449300000.0,-56200000.0,-173000000.0,-197700000.0,-17500000.0,-1650200000.0,-1806600000.0,780900000.0,-10333900000.0,-1761300000.0
2018-09-30,SBUX,2018-09-30,312400000.0,7501000000.0,-2361500000.0,5584100000.0,-3242800000.0,153900000.0,4518300000.0,6294000000.0,-39500000.0,11937800000.0,1305900000.0,5600000.0,-41200000.0,131000000.0,-41200000.0,-800100000.0,-1976400000.0,-823100000.0,-7196200000.0,-1743400000.0
2017-10-01,SBUX,2017-10-01,529700000.0,177200000.0,-850000000.0,350200000.0,-3079100000.0,150800000.0,2884700000.0,333500000.0,10800000.0,4251800000.0,1067100000.0,54300000.0,14000000.0,-96800000.0,-4400000.0,210300000.0,-1519400000.0,87200000.0,-2125300000.0,-1450400000.0
2020-12-31,AMT,2020-12-31,19600000.0,-8500000.0,-4784600000.0,4151900000.0,1215300000.0,98100000.0,1690600000.0,283400000.0,-28700000.0,3881400000.0,1882300000.0,26600000.0,,-175500000.0,-1050500000.0,710100000.0,,-250500000.0,-56000000.0,-1928200000.0
2019-12-31,AMT,2019-12-31,27600000.0,-44300000.0,-3987500000.0,2680400000.0,521700000.0,105500000.0,1887800000.0,273100000.0,-13700000.0,3752600000.0,1778400000.0,-64200000.0,,12500000.0,-641600000.0,293500000.0,,-201200000.0,-19600000.0,-1603000000.0
2018-12-31,AMT,2018-12-31,97900000.0,155100000.0,-2749500000.0,960100000.0,-607700000.0,98900000.0,1236400000.0,350000000.0,-41100000.0,3748300000.0,1783300000.0,-52800000.0,,-32100000.0,-91500000.0,720500000.0,,-137000000.0,-232800000.0,-1342400000.0
2017-12-31,AMT,2017-12-31,14700000.0,155100000.0,-2800900000.0,1473700000.0,-113000000.0,119700000.0,1238900000.0,18400000.0,6700000.0,2925600000.0,1715900000.0,-5000000.0,,-191100000.0,224300000.0,303000000.0,,-316200000.0,-766300000.0,-1164400000.0
